conformer_id,energy_in_kcalpermol
0,4.156085347645018
1,4.156085347935985
2,4.156085348106092
3,2.8774959362121475
4,4.156085348707457
5,4.15608534791359
6,2.8774959357133802
7,2.8774959364348565
8,2.8774959359401233
9,2.8774959359199155
10,2.8774959368416635
11,4.156085347760653
12,2.8774959389105845
13,2.877495940955221
14,2.877495935915686
15,4.156085347822696
16,4.15608534759499
17,2.8774959356912895
18,4.1560853501887784
19,2.8774959356963414
20,2.8774959357691134
21,4.156085348495967
22,4.156085347644112
23,4.15608534783984
24,4.1560853477484745
25,4.156085350940103
26,2.877495935871881
27,4.1560853485160205
28,2.8774959361734957
29,2.8774959361472767
30,2.877495935804415
31,2.877495936437496
32,4.156085348249999
33,4.156085348039634
34,4.156085347956621
35,4.156085350452965
36,4.156085348011818
37,4.156085349872614
38,2.8774959372277795
39,4.156085348642414
40,2.8774959362706625
41,2.877495936761429
42,2.877495935988957
43,2.8774959359657846
44,2.8774959361448573
45,5.340527368958332
46,4.156085348387167
47,4.1560853494557595
48,4.156085349660238
49,4.156085347542344
50,4.1560853479811115
51,4.156085348399641
52,2.8774959359032515
53,2.8774959404205234
54,2.877495936176601
55,4.156085348814408
56,4.156085348074663
57,4.156085347861444
58,4.156085348595919
59,2.8774959371508153
60,4.156085347882449
61,2.8774959372843014
62,2.8774959380547873
63,4.1560853482069575
64,4.156085349876582
65,4.156085347786586
66,4.156085349230567
67,4.156085347694134
68,4.156085350889763
69,4.156085347924403
70,4.156085348122492
71,2.877495936801772
72,2.87749593628045
73,2.8774959356900496
74,5.3405273617214455
75,4.156085348852878
76,4.15608534776862
77,2.8774959361880406
78,2.8774959363932684
79,4.156085347954416
80,4.156085349967164
81,4.156085347795576
82,2.877495935798976
83,4.156085348531043
84,2.8774959359041095
85,4.156085347742664
86,4.156085347598596
87,4.156085348209935
88,2.877495937087735
89,2.877495938107863
90,4.156085347921378
91,4.156085348091194
92,2.8774959362288612
93,2.8774959358863583
94,4.156085347685767
95,2.877495936034137
96,4.156085349113946
97,4.156085347725787
98,4.156085347826476
99,4.156085347888309
100,2.877495939163973
101,4.156085347611125
102,4.156085348243389
