conformer_id,energy_in_kcalpermol,rel_energy_in_kcalpermol,rel_energy_in_kJpermol,cluster_id
577,18.477875518592707,9.648480743583361,40.36924343115278,4
641,18.038048547570114,9.208653772560767,38.529007384394255,5
743,18.0380485476434,9.208653772634053,38.529007384700876,2
754,8.829394775009346,0.0,0.0,3
985,18.477875518549475,9.648480743540128,40.3692434309719,1
