conformer_id,energy_in_kcalpermol
0,9.481410289917443
1,18.038048561391975
2,9.48141028889518
3,8.829394779538292
4,9.481410290036841
5,9.481410289510249
6,18.47787552417907
7,8.829394776723003
8,18.038048555834216
9,9.481410289788435
10,8.829394777374935
11,8.829394776610302
12,9.481410290395134
13,8.829394776739843
14,9.48141028984043
15,9.481410290687673
16,8.829394776572313
17,8.829394776619257
18,8.829394778813255
19,9.481410290523584
20,9.481410290227139
21,9.481410292420147
22,9.481410290808718
23,9.481410291571493
24,18.03804855327173
25,8.8293947767374
26,18.038048551352706
27,9.4814102960564
28,8.829394778769725
29,8.82939477654385
30,8.829394777757066
31,8.829394776551842
32,8.829394778984955
33,8.829394777760752
34,8.829394778736102
35,8.829394777566302
36,9.481410291153956
37,9.481410293973775
38,18.477875544017806
39,9.481410290207116
40,18.038048568011174
41,8.829394778684533
42,18.47787552295621
43,18.47787552292913
44,9.481410290654487
45,8.829394777504191
46,9.481410291526826
47,9.481410289497209
48,9.481410290556074
49,18.038048550573308
50,8.829394775930304
51,9.481410292357861
52,8.829394775541758
53,18.477875523282062
54,9.481410294767544
55,18.038048549056178
56,9.481410289483751
57,18.47787553224996
58,18.477875525034875
59,8.829394776535844
60,18.03804855755969
61,8.829394780742515
62,8.829394778067027
63,8.82939477951252
64,8.829394778129934
65,9.481410289720552
66,8.829394776725568
67,9.481410297217408
68,9.481410289598768
69,8.829394776955604
70,8.82939477812908
71,18.477875522004922
72,18.477875543115132
73,18.477875538989096
74,8.829394777802714
75,8.82939477949991
76,18.477875534839793
77,18.477875525594726
78,18.47787552588656
79,8.829394779014189
80,18.477875524002307
81,8.829394781386211
82,8.829394777380866
83,8.829394776850151
84,8.829394780550698
85,9.481410289901403
86,9.481410291227284
87,9.481410289127002
88,8.829394783393182
89,9.481410289691606
90,9.48141029569556
91,8.829394775765548
92,9.48141029071952
93,8.829394776778113
94,18.477875523385322
95,8.8293947777351
96,8.829394778205884
97,9.481410292695534
98,9.481410290556067
99,8.829394778943483
100,18.477875525561153
101,9.481410290825814
102,18.038048553978815
103,8.829394778163714
104,8.829394776799658
105,8.829394777540573
106,18.038048563823693
107,9.481410290441147
108,9.481410294592035
109,9.481410289230524
110,8.829394776269496
111,9.48141029602144
112,9.481410290319396
113,9.481410297615039
114,9.481410289866563
115,18.038048551012444
116,9.481410291747423
117,8.829394777615853
118,18.038048556674156
119,18.47787552047393
120,9.481410290175148
121,8.829394777530066
122,8.829394778740872
123,9.481410292755289
124,9.481410290729706
125,8.829394776034373
126,18.03804855324379
127,8.829394781205488
128,8.829394780027396
129,8.829394776017443
130,9.481410292390938
131,9.48141029106989
132,9.48141029161125
133,18.47787552642817
134,9.481410291978671
135,8.829394776987689
136,18.038048552397385
137,18.477875520639174
138,18.0380485532626
139,8.82939477694299
140,18.47787551954579
141,9.481410292961682
142,9.481410290803815
143,8.82939477792992
144,9.48141029099429
145,9.481410289380634
146,8.82939478059539
147,18.477875537706993
148,9.481410291615354
149,8.82939477554281
150,8.82939477630623
151,8.82939477998844
152,9.481410292905386
153,18.477875523053953
154,9.481410291882028
155,9.481410290598586
156,9.481410290067316
157,9.481410289766796
158,8.829394776883483
159,8.829394778150368
160,18.038048560131458
161,9.481410291267242
162,9.481410290445966
163,9.481410292501936
164,9.481410290436447
165,8.829394777997962
166,9.48141029113218
167,9.481410289598726
168,8.829394776813338
169,18.03804855332693
170,9.48141029115707
171,8.829394778809121
172,8.829394775872009
173,9.481410290973432
174,9.481410295076271
175,9.481410292378493
176,18.03804854990843
177,18.47787553859169
178,9.481410293143036
179,9.481410292349171
180,18.477875533121598
181,9.481410292641575
182,18.038048549290792
183,8.829394777249888
184,18.038048550020427
185,18.038048564447973
186,9.481410293679824
187,18.47787553494185
188,18.038048567158164
189,9.481410291307274
190,9.48141028944342
191,8.82939478139609
192,8.829394778603481
193,8.829394775764383
194,8.829394777068543
195,9.481410289594862
196,9.481410293474397
197,9.481410290960966
198,9.481410290453628
199,18.477875521423762
200,18.47787553174242
201,18.477875526016533
202,9.481410292383813
203,18.038048556074394
204,18.47787552290279
205,8.829394778541264
206,9.48141029064097
207,9.481410292783178
208,9.481410290311718
209,9.481410292435154
210,18.038048557997733
211,9.481410292553724
212,8.82939477702358
213,8.82939477598906
214,18.03804856515186
215,18.47787552625205
216,8.829394776664397
217,9.48141029701436
218,18.47787553311567
219,9.481410292289505
220,9.48141029509016
221,8.829394775710549
222,8.829394777771874
223,9.481410290015102
224,8.829394777247469
225,8.829394778936447
226,8.829394776940227
227,9.481410291856808
228,9.481410289922131
229,8.829394776374187
230,8.82939478178155
231,9.481410292114926
232,18.477875520662707
233,18.47787552515583
234,9.481410295636602
235,9.481410292067519
236,9.481410290880655
237,9.481410289404366
238,9.48141029084749
239,9.481410292116905
240,9.481410292600312
241,9.481410290924899
242,9.481410293404796
243,8.829394776804174
244,9.481410291256314
245,18.03804854998831
246,8.829394778253207
247,8.829394779204668
248,18.038048551288718
249,9.481410290510597
250,8.829394778957482
251,9.48141029477102
252,9.481410293001165
253,8.82939477551735
254,18.47787552021454
255,8.829394775610915
256,18.47787552261348
257,8.829394777535944
258,8.829394775785943
259,18.038048553263927
260,9.481410290475225
261,9.481410290891551
262,8.829394778885304
263,8.829394776963774
264,9.481410290100417
265,9.481410291003694
266,9.481410292415518
267,9.481410294952218
268,9.481410294015884
269,8.82939477657026
270,8.829394778640687
271,18.477875537592166
272,8.829394781264304
273,8.829394777247288
274,9.481410290159497
275,9.48141029144648
276,18.477875528339617
277,8.829394778607375
278,9.481410290388695
279,8.82939478374383
280,9.481410290447428
281,8.829394777660323
282,9.481410293201746
283,9.48141028919809
284,18.47787552626434
285,8.829394777361149
286,18.03804855354388
287,8.829394777143698
288,8.829394778327636
289,18.47787552624399
290,9.481410290553864
291,9.481410289323541
292,18.038048563895405
293,8.829394778812333
294,8.829394777049124
295,9.481410291317733
296,8.829394776166794
297,8.82939477639606
298,9.481410290141762
299,18.03804855260275
300,9.481410290818472
301,18.038048559678998
302,8.829394776264268
303,18.477875519513553
304,18.47787553626197
305,9.481410289952775
306,9.481410290589162
307,9.481410291314404
308,9.481410291972436
309,8.829394777626312
310,8.829394782873436
311,8.829394776935404
312,9.481410290165933
313,8.82939477548841
314,9.4814102905044
315,18.47787554459391
316,8.829394776961509
317,9.481410298540808
318,9.481410292296323
319,8.829394776306458
320,18.038048556128743
321,8.829394776652283
322,9.481410297513051
323,8.829394776772153
324,8.829394776256882
325,9.48141029026204
326,8.829394776693157
327,18.4778755207763
328,9.481410290695006
329,9.48141029203909
330,9.48141029084712
331,8.829394785874152
332,18.038048553889308
333,8.829394775695107
334,18.03804857805858
335,18.038048553678383
336,8.829394776638754
337,9.481410290467378
338,18.477875538156788
339,8.82939477776321
340,18.038048563049905
341,18.47787553122044
342,9.48141029164007
343,8.829394778345604
344,8.829394777932379
345,8.82939477561338
346,9.48141029040525
347,18.477875530094565
348,8.829394776491561
349,8.829394777411567
350,8.82939478052233
351,18.47787553651918
352,9.481410291659087
353,8.829394778397523
354,9.481410291338069
355,8.829394777440307
356,9.481410289998419
357,8.82939478325143
358,9.481410292093152
359,8.829394776067895
360,8.829394777742326
361,9.481410291196386
362,8.829394776154786
363,9.48141029407414
364,8.82939477701465
365,8.8293947764083
366,9.481410290912144
367,8.829394780814921
368,8.829394777053938
369,8.829394779194402
370,18.038048574177083
371,9.481410294264904
372,8.82939477801564
373,9.481410292553036
374,8.829394779637001
375,9.481410293324082
376,8.829394780087638
377,8.829394776521577
378,9.481410289281335
379,9.48141029007436
380,9.481410290809988
381,9.481410292828036
382,9.481410289751851
383,9.481410293675374
384,9.481410290261469
385,9.48141029119973
386,8.829394777158846
387,18.03804855296177
